epoch,loss,policy_loss,sft_loss,kl_penalty,weighted_kl_loss,reward_mean,reward_std,clip_fraction,active_clip_fraction,pre_update_clip_fraction,pre_update_active_clip_fraction,pre_update_logprob_abs_diff_max,tis_clip_fraction,rs_seq_masked_fraction,approx_kl,logprob_abs_diff_mean,logprob_abs_diff_max,ratio_abs_dev_mean,ratio_abs_dev_max,mismatch_kl,mismatch_k3_kl,advantage_mean,grad_norm,adv_saturation,adv_zero_rate,group_size,trained_prompt_num,continuous_stale_versions,continuous_ready_groups_at_demand,continuous_queue_wait_s,continuous_item_age_s,continuous_lookahead_requested,continuous_weight_sync_pause_s,continuous_producer_max_gap_s,continuous_producer_submitted,continuous_producer_completed,continuous_producer_errors,continuous_weight_sync_barrier_mode,continuous_batch_id,continuous_generation_queue_wait_s,continuous_generation_service_s,continuous_reward_queue_wait_s,continuous_reward_service_s,continuous_backpressure_inflight_full_s,continuous_backpressure_inflight_full_count,continuous_backpressure_paused_s,continuous_backpressure_paused_count,continuous_backpressure_no_pending_s,continuous_backpressure_no_pending_count,r_ocr
0,2.0266533182520005e-05,1.959784034018715e-05,0.0,1.679432733203932e-05,6.717730769593399e-07,0.26027169823646545,0.30735062062740326,0.19618055555555555,0.1232638888888889,0.19618055555555555,0.1232638888888889,0.001454971730709076,0.0,0.0,2.287485857188034e-08,9.285169006842707e-05,0.001454971730709076,9.281907437576188e-05,0.0014539361000061035,8.979056211602356e-05,2.2351741790771484e-08,-2.0954757928848267e-09,0.002486748620867729,0.0,0.0,16.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602716888359282
1,4.8537592455330956e-05,2.0603909959188216e-05,0.0,0.000698335031075322,2.7933400633814625e-05,0.35471808165311813,0.31238970905542374,0.19525462962962964,0.10474537037037038,0.19525462962962964,0.10474537037037038,0.0019754618406295776,0.0,0.0,2.114509599933316e-08,8.832217254503457e-05,0.0019754618406295776,8.829123582001086e-05,0.0019735097885131836,8.453840726158685e-05,2.0682259842201517e-08,-9.313225746154785e-09,0.0021115136332809925,0.0,0.015625,16.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3547180674795527
